Id,SalePrice
1461,133743.0
1462,168981.0
1463,188164.0
1464,207788.0
1465,204645.0
1466,166692.0
1467,166836.0
1468,166280.0
1469,185711.0
1470,115183.0
1471,155838.0
1472,100303.0
1473,93979.0
1474,139701.0
1475,98731.0
1476,358211.0
1477,255721.0
1478,324223.0
1479,330032.0
1480,427489.0
1481,326493.0
1482,223530.0
1483,179746.0
1484,165200.0
1485,205626.0
1486,197782.0
1487,359710.0
1488,232195.0
1489,198350.0
1490,245424.0
1491,206545.0
1492,108093.0
1493,199388.0
1494,302410.0
1495,283197.0
1496,232904.0
1497,160166.0
1498,187447.0
1499,166617.0
1500,157465.0
1501,165039.0
1502,145191.0
1503,317391.0
1504,237350.0
1505,222143.0
1506,181044.0
1507,228159.0
1508,203244.0
1509,156244.0
1510,147263.0
1511,144773.0
1512,163820.0
1513,142031.0
1514,156706.0
1515,188621.0
1516,159548.0
1517,166658.0
1518,118098.0
1519,200684.0
1520,129164.0
1521,134799.0
1522,176009.0
1523,101349.0
1524,109157.0
1525,117764.0
1526,105504.0
1527,109624.0
1528,125703.0
1529,157560.0
1530,210638.0
1531,132001.0
1532,94474.0
1533,143736.0
1534,121189.0
1535,141611.0
1536,108875.0
1537,58378.0
1538,171537.0
1539,197564.0
1540,116246.0
1541,146689.0
1542,142534.0
1543,163065.0
1544,79696.0
1545,110708.0
1546,155966.0
1547,136844.0
1548,139954.0
1549,133363.0
1550,149940.0
1551,103097.0
1552,158162.0
1553,160526.0
1554,121158.0
1555,168772.0
1556,87959.0
1557,105116.0
1558,106149.0
1559,87774.0
1560,119848.0
1561,96728.0
1562,137381.0
1563,121000.0
1564,148474.0
1565,159095.0
1566,235912.0
1567,70190.0
1568,246086.0
1569,145109.0
1570,155272.0
1571,102695.0
1572,129682.0
1573,241047.0
1574,126312.0
1575,253559.0
1576,243931.0
1577,188499.0
1578,157328.0
1579,151872.0
1580,196331.0
1581,174874.0
1582,128322.0
1583,269652.0
1584,222153.0
1585,137313.0
1586,80681.0
1587,116648.0
1588,147965.0
1589,92729.0
1590,119254.0
1591,80323.0
1592,120451.0
1593,134982.0
1594,136135.0
1595,104356.0
1596,222972.0
1597,215301.0
1598,222810.0
1599,176993.0
1600,173618.0
1601,51615.0
1602,139342.0
1603,77031.0
1604,275049.0
1605,227430.0
1606,159955.0
1607,179111.0
1608,223774.0
1609,190414.0
1610,166176.0
1611,135237.0
1612,185478.0
1613,177462.0
1614,134161.0
1615,95388.0
1616,68948.0
1617,86943.0
1618,141280.0
1619,159195.0
1620,153478.0
1621,131629.0
1622,161332.0
1623,252682.0
1624,209759.0
1625,124437.0
1626,167444.0
1627,195026.0
1628,267773.0
1629,185680.0
1630,332879.0
1631,266616.0
1632,249111.0
1633,198355.0
1634,188962.0
1635,172109.0
1636,152043.0
1637,187998.0
1638,187466.0
1639,183963.0
1640,227500.0
1641,176799.0
1642,273130.0
1643,226123.0
1644,244016.0
1645,199242.0
1646,165050.0
1647,160362.0
1648,116092.0
1649,140142.0
1650,112919.0
1651,118239.0
1652,92612.0
1653,98403.0
1654,141177.0
1655,119025.0
1656,144170.0
1657,152854.0
1658,157205.0
1659,119529.0
1660,153728.0
1661,390405.0
1662,348431.0
1663,353349.0
1664,428477.0
1665,320606.0
1666,320537.0
1667,342015.0
1668,384796.0
1669,315108.0
1670,347616.0
1671,272528.0
1672,367834.0
1673,291932.0
1674,246973.0
1675,205357.0
1676,207592.0
1677,218064.0
1678,437744.0
1679,362718.0
1680,325174.0
1681,276248.0
1682,322077.0
1683,193133.0
